ticket_type,order_ref,shirt_size,school,checkin_first,checkin_last
Berkeley Hacker,GTWH,Male M         ,"University of California, Berkeley",1478751912,1478751962
Berkeley Hacker,K9AC,Female S       ,"University of California, Berkeley",1478753201,1478761473
Berkeley Hacker,NNS1,Female S       ,"University of California, Berkeley",1478753498,1478753648
Berkeley Hacker [Waitlist],QSVW,,"University of California, Berkeley",1478754647,1478754647
Berkeley Hacker [Waitlist],BK54,Male M         ,"University of California, Berkeley",1478754651,1478754712
Berkeley Hacker [Waitlist],BE5D,Male M         ,"University of California, Berkeley",1478757479,1478757545
Berkeley Hacker,UZAV,Male M         ,"University of California, Berkeley",1478758572,1478923063
Berkeley Hacker [Waitlist],XLG3,Male XS        ,"University of California, Berkeley",1478758718,1478758891
Berkeley Hacker [Waitlist],YLMO,Male S         ,"University of California, Berkeley",1478758970,1478760829
Berkeley Hacker,DECX,Male M         ,"University of California, Berkeley",1478759292,1478925755
Berkeley Hacker,UKAY,Male M         ,"University of California, Berkeley",1478759849,1478759886
Berkeley Hacker,LCVQ,Male M         ,"University of California, Berkeley",1478760134,1478923741
Berkeley Hacker,DOVL,Female S       ,"University of California, Berkeley",1478760383,1478910048
Berkeley Hacker,E9PH,Female S       ,"University of California, Berkeley",1478762249,1478923627
Berkeley Hacker [Waitlist],2EHD,Male S         ,"University of California, Berkeley",1478763671,1478763877
Volunteer,HJQV,Female S       ,,1478763921,1478913587
Berkeley Hacker,BG9E,,"University of California, Berkeley",1478764122,1478764155
Berkeley Hacker [Waitlist],EDWV,Male L         ,"University of California, Berkeley",1478764126,1478764218
Berkeley Hacker,XYRK,Male XS        ,"University of California, Berkeley",1478764808,1478923637
Berkeley Hacker [Waitlist],9QV2,Male M         ,"University of California, Berkeley",1478767120,1478767188
California Hacker,LHJU,Male M         ,Northeastern University,1478782689,1478922255
Volunteer,IEOX,Male M         ,,1478795787,1478909728
California Hacker,MRPX,Female S       ,"University of California, Davis",1478797043,1478797082
Volunteer,JXDJ,Female M       ,,1478797322,1478925682
Volunteer,DL79,Female S       ,,1478800430,1478908909
California Hacker,QQEQ,Male M         ,"University of California, Irvine ",1478802170,1478918592
Volunteer,A86Z,Male L         ,,1478804230,1478908743
Sponsor Representative,SHUZ,Female XS      ,,1478804330,1478806244
Sponsor Representative,EOXE,Male L         ,,1478804942,1478914914
Volunteer,DQJY,Female M       ,,1478805271,1478959269
California Hacker,PPDI,Male M         ,Diablo Valley College,1478805410,1478925330
Sponsor Representative,LGHI,Male M         ,,1478805862,1478920056
Volunteer,0LLA,Male XL        ,,1478805874,1478959173
Volunteer,YZTC,Female M       ,,1478806566,1478806620
Volunteer,6KHT,Female M       ,,1478806840,1478922630
California Hacker,POJK,Female M       ,Stanford University,1478807279,1478975913
Volunteer,HDED,Male M         ,,1478807466,1478908882
Volunteer,KL2G,Male L         ,,1478808734,1478978110
California Hacker [Waitlist],P33W,Male S         ,"University of California, San Diego",1478809525,1478809582
Volunteer,GZGS,Male L         ,,1478814330,1478959188
Volunteer,EDSZ,Male M         ,,1478814410,1478814455
Volunteer,PVHD,Female S       ,,1478814456,1478959254
Volunteer,NBU3,Male S         ,,1478814617,1478982204
Volunteer,YMCW,Female S       ,,1478815681,1478928935
California Hacker,XF6S,Male S         ,Foothill College,1478816608,1478926603
Volunteer,2866,Female M       ,,1478816931,1478980745
Volunteer,YJ6Z,Male M         ,,1478822577,1478908739
California Hacker,R2UQ,Female S       ,"Cal Poly, San Luis Obispo",1478824320,1478824422
Out of State Hacker [No Reimbursement],05P8,Male M         ,University of Illinois at Urbana Champaign,1478824595,1478824705
California Hacker,6LUQ,Male M         ,"University of California, Irvine",1478824877,1478933667
Sponsor Representative,8AP9,Male S         ,,1478825052,1478919036
Sponsor Representative,UEFB,Male L         ,,1478827504,1478827538
Sponsor Representative,KUKD,Male M         ,,1478832517,1478918096
Sponsor Representative,ZN81,Male L         ,,1478832935,1478921850
Volunteer,Y6QG,Female L       ,,1478833502,1478997184
Sponsor Representative,AIIF,Male M         ,,1478835180,1478835202
Out of State Hacker [In SF],Z6KU,Female S       ,Washington University in St. Louis ,1478837521,1478837664
General Admit,0MDD,Female S       ,Carnegie Mellon University,1478845571,1478845662
California Hacker,7MYN,Male L         ,"University of California, Irvine",1478848686,1478918627
California Hacker,DSNY,Male S         ,"University of California, Los Angeles",1478851520,1478920044
Volunteer,SXGA,Male M         ,,1478852619,1478936940
Volunteer,CEJI,Male M         ,,1478853089,1478853135
Volunteer,BJGD,,,1478854832,1478854832
Volunteer,5EGA,Female L       ,,1478854871,1478854939
Volunteer,R11X,Male S         ,,1478854935,1478908654
Volunteer,QQRP,Male M         ,,1478855231,1478908635
Volunteer,DXHD,Female S       ,,1478855245,1478855274
Volunteer,XXZQ,Male L         ,,1478860171,1478860217
Sponsor Representative,JKRQ,Male M         ,,1478878650,1478878722
Volunteer,QEVH,Male S         ,,1478879963,1478880067
Sponsor Representative,A7XJ,Female L       ,,1478880499,1478880649
Sponsor Representative,EV1B,,,1478882308,1478882308
Volunteer,JDJ6,Male M         ,,1478882406,1478908889
Sponsor Representative,WRCR,Male M         ,,1478887062,1478927257
Volunteer,HMUV,Male L         ,,1478888055,1478923020
Sponsor Representative,E84N,Male S         ,,1478888995,1478918061
Sponsor Representative,3E8A,Male M         ,,1478889213,1478992344
Sponsor Representative,RY3R,Female M       ,,1478890783,1478890907
Berkeley Hacker,YMHT,Male XS        ,"University of California, Berkeley",1478891775,1478891911
Berkeley Hacker [Waitlist],BUL1,Male M         ,"University of California, Berkeley",1478891849,1478891921
Sponsor Representative,EDUD,Male M         ,,1478891925,1478919126
California Hacker [Waitlist],FT2Y,Male S         ,"University of California, Los Angeles",1478892900,1478927542
Sponsor Representative,3XQI,Female S       ,,1478896698,1478896777
Sponsor Representative,3XQI,Female M       ,,1478896699,1479058767
Sponsor Representative,3XQI,Male S         ,,1478896699,1478982134
Sponsor Representative,3XQI,Female S       ,,1478896699,1478897497
Sponsor Representative,3XQI,Male M         ,,1478896699,1478922096
Sponsor Representative,EGWR,Male M         ,,1478897933,1478927272
Volunteer,GKQI,Male XL        ,,1478899373,1478967056
Volunteer,RYOP,Male M         ,,1478899649,1478899675
Sponsor Representative,BA6W,Male S         ,,1478901554,1478918246
Berkeley Hacker,3K46,Male L         ,"University of California, Berkeley",1478902229,1478919114
Sponsor Representative,MR5A,Male L         ,,1478905915,1478905936
Sponsor Representative,LXGB,Female XS      ,,1478906184,1478906198
Volunteer,RSSB,Male M         ,,1478906208,1478906249
Sponsor Representative,AQDD,,,1478907056,1478907056
Sponsor Representative,UQYJ,Male L         ,,1478907665,1478907684
Sponsor Representative,OY3T,Female S       ,,1478908205,1478995002
California Hacker [Waitlist],FBTL,Male XS        ,University of Southern California,1478909179,1478922469
Volunteer,7JNS,Male S         ,,1478914269,1478914312
Sponsor Representative,J1AI,Male M         ,,1478914788,1478984365
Sponsor Representative,J1AI,Male M         ,,1478914788,1478983171
Sponsor Representative,J1AI,,,1478914788,1478914950
Sponsor Representative,J1AI,Male M         ,,1478914788,1478984479
Sponsor Representative,J1AI,Male M         ,,1478914788,1478984500
Sponsor Representative,J1AI,Female L       ,,1478914788,1478983201
Sponsor Representative,J1AI,Male M         ,,1478914788,1478990552
General Admit,FH9D,Male XL        ,"University of California, Los Angeles",1478919332,1478919420
General Admit,6W88,Female S       ,University of Southern California,1478919591,1478919656
General Admit,61WY,Male M         ,Harvard College,1478919999,1478920061
General Admit,Y9RI,Male M         ,Howard University,1478920438,1478920535
General Admit,M3KB,Male M         ,Purdue University,1478920774,1478920836
